high,discus,long,year,
190.3,3610.4,719.8,1900
180.7,3935.1,735.4,1904
190.8,4096.7,749.4,1908
193.4,4529.3,761.5,1912
194.0,4476.5,716.3,1920
198.5,4623.7,745.9,1924
194.3,4740.5,775.4,1928
197.5,4959.0,765.3,1932
203.4,5056.9,807.4,1936
198.5,5287.5,783.7,1948
204.4,5513.6,758.3,1952
211.8,5645.0,784.4,1956
216.3,5928.8,813.6,1960
218.2,6110.7,808.5,1964
224.6,6489.8,891.9,1968
223.3,6450.4,825.7,1972
225.2,6761.8,835.9,1976
236.0,6676.8,855.6,1980
235.4,6671.8,855.6,1984
